Unique_vin;condition;year;make;model;trim;body;transmission;state;odometer;color;interior;seller;mmr;sellingprice;sale_time;Day_of_week;sale_date;Price_category;mileage_category;Car_type
1gcsgafx2e1145072;1;2014;Chevrolet;Express Cargo;1500;Van;automatic;ca;10428;white;—;enterprise vehicle exchange / tra / rental / tulsa;18350;3500;15:10:00;Wed;Dec 17 2014;cheap;low_mileage;new
2c3cdxbg1eh134608;39;2014;Dodge;Charger;SE;Sedan;automatic;ca;31991;black;black;chrysler capital;15350;17250;04:00:00;Thu;Jan 15 2015;cheap;low_mileage;new
2g11x5sl1e9285950;1;2014;Chevrolet;Impala;LS Fleet;Sedan;automatic;ca;21587;white;gray;hertz damaged liquidation;16400;7200;15:05:00;Wed;Dec 31 2014;cheap;low_mileage;new
1g1pg5sb5e7331055;1;2014;Chevrolet;Cruze;LTZ;Sedan;automatic;ca;17607;gray;black;enterprise vehicle exchange / tra / rental / tulsa;14850;11300;13:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
2c3cdybt2eh224448;null;2014;Dodge;Challenger;R/T;Coupe;automatic;ca;10948;gray;black;avis rac/san leandro;24900;16700;13:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
1g1pg5sb9e7300018;null;2014;Chevrolet;Cruze;LTZ;Sedan;automatic;ca;11302;red;black;enterprise vehicle exchange / tra / rental / tulsa;14950;10700;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
2c4rdgcg6er347603;3;2014;Dodge;Grand Caravan;SXT;Minivan;automatic;ca;21545;white;black;enterprise holdings/gdp;16700;16900;04:30:00;Tue;Jan 20 2015;cheap;low_mileage;new
2c4rdgcg0er262496;3;2014;Dodge;Grand Caravan;SXT;Minivan;automatic;ca;23871;—;black;enterprise holdings/gdp;16600;15900;04:30:00;Tue;Jan 20 2015;cheap;low_mileage;new
1gnkrgkd3ej138955;38;2014;Chevrolet;Traverse;LT;SUV;automatic;ca;69242;white;gray;vpsi  inc;21600;16500;04:30:00;Wed;Jan 28 2015;cheap;medium_mileage;new
jn1cv6ap7bm509689;35;2011;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;27330;gray;black;nissan infiniti lt;20700;19750;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
sajwa0he8bmr99939;42;2011;Jaguar;XF;Supercharged;Sedan;automatic;ca;22555;black;black;jpmorgan chase bank n.a.;31600;33500;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
sajwa0fb5bls02111;41;2011;Jaguar;XF;Base;Sedan;automatic;ca;26431;blue;gray;jpmorgan chase bank n.a.;25900;27500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
sajwa0gb2blr84088;35;2011;Jaguar;XF;Premium;Sedan;automatic;ca;59548;white;beige;jpmorgan chase bank n.a.;22500;18000;04:30:00;Thu;Jan 15 2015;cheap;medium_mileage;new
jn1cv6ek8bm215362;33;2011;Infiniti;G Coupe;G37;G Coupe;automatic;ca;36119;gray;black;nissan infiniti lt;20800;19000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
jn1cv6ek9bm215547;36;2011;Infiniti;G Coupe;G37;G Coupe;automatic;ca;27013;gray;black;nissan infiniti lt;21700;22000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
wddhf2eb9ba351922;44;2011;Mercedes-Benz;E-Class;E350 BlueTEC;Sedan;automatic;ca;61083;gray;beige;nvp remarketing;24000;25250;12:00:00;Tue;Dec 16 2014;cheap;medium_mileage;new
sajwa2gb3blv13689;29;2011;Jaguar;XJ;XJL;Sedan;automatic;ca;31000;blue;blue;jpmorgan chase bank n.a.;36400;36000;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
wmwzf3c56btx82057;42;2011;MINI;Cooper Clubman;Base;Hatchback;manual;ca;77878;white;black;autobahn west enterprises inc;10150;10200;12:30:00;Thu;Dec 18 2014;cheap;medium_mileage;new
salsh2e47ba269451;39;2011;Land Rover;Range Rover Sport;Supercharged;SUV;automatic;ca;59971;white;beige;jpmorgan chase bank n.a.;37900;37500;12:30:00;Thu;Dec 18 2014;medium;medium_mileage;new
jm1bl1vg4b1433667;43;2011;Mazda;Mazda3;i Touring;Sedan;automatic;ca;34335;gray;black;high bid trading co inc;10050;12500;12:15:00;Wed;Dec 17 2014;cheap;low_mileage;new
jn1cv6apxbm508844;43;2011;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;38636;black;black;nissan infiniti lt;19650;20500;12:30:00;Tue;Dec 23 2014;cheap;low_mileage;new
1j4nt1fa6bd248696;28;2011;Jeep;Compass;Base;SUV;automatic;ca;44208;white;—;bmw alphera/alphera financial services;10900;10400;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
jn1cv6ar7bm407164;49;2011;Infiniti;G Sedan;G37x;G Sedan;automatic;ca;38538;black;black;nissan infiniti lt;19050;21000;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
5n1ba0nf5bn619150;38;2011;Nissan;Armada;Platinum;SUV;automatic;ca;63026;red;black;nissan motor acceptance corporation;23600;22250;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;new
2cnalbew7a6377823;4;2010;Chevrolet;Equinox;LS;SUV;automatic;ca;77058;gray;black;ge capital fleet services;10000;10700;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
4t1bf3ek4bu764329;45;2011;Toyota;Camry;SE;Sedan;automatic;ca;19131;black;black;bmw alphera/alphera financial services;13700;15600;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
1gnlreed8aj207007;19;2010;Chevrolet;Traverse;LS;SUV;automatic;ca;100441;blue;gray;santander consumer;9525;9000;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
2g1fs1ew9a9216243;39;2010;Chevrolet;Camaro;1SS;Coupe;manual;ca;42836;yellow;black;santander consumer;18000;20900;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;avarage
2t3bf4dv6bw143926;45;2011;Toyota;RAV4;Base;SUV;automatic;ca;25227;black;gray;ford motor credit company llc;15300;16100;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
3n1ab6ap3bl724562;39;2011;Nissan;Sentra;2.0 SR;Sedan;automatic;ca;32993;black;gray;nissan-infiniti lt;9600;10800;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
1g4gc5eg5af145375;23;2010;Buick;LaCrosse;CXL;Sedan;automatic;ca;102949;gray;beige;consumer portfolio services;9400;8400;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1n4al2ap5bn515946;34;2011;Nissan;Altima;2.5;Sedan;automatic;ca;49945;white;gray;nissan motor acceptance corporation;10600;11800;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;new
3gcrkse3xag108607;36;2010;Chevrolet;Silverado 1500;LT;Crew Cab;automatic;ca;45187;white;beige;merchants automotive group;23900;20600;12:00:00;Tue;Dec 23 2014;cheap;medium_mileage;avarage
jn8az2kr9bt212273;19;2011;Nissan;Cube;1.8 SL;Wagon;automatic;ca;104388;silver;black;jpmorgan chase bank n.a.;3475;6600;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;new
1c3cc4fb2an213643;16;2010;Chrysler;Sebring;Touring;Sedan;automatic;ca;83565;white;black;cig financial;6225;5400;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
2b3ca3cv1ah307355;27;2010;Dodge;Charger;SXT Fleet;Sedan;automatic;ca;64682;black;black;repo remarketing/first imperial cu;10050;11300;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
4a32b2ff8be005010;26;2011;mitsubishi;galant;fe;null;automatic;ca;92904;red;gray;gm financial;5500;3600;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;new
jtezu5jr8b5023744;4;2011;Toyota;4Runner;Limited;SUV;automatic;ca;93112;black;blue;ge fleet services for itself/servicer;22300;23250;12:30:00;Thu;Dec 18 2014;cheap;medium_mileage;new
2t1bu4ee2bc652586;19;2011;Toyota;Corolla;S;Sedan;automatic;ca;45957;silver;black;tycon enterprises;10500;11100;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;new
jn8as5mt7bw183448;31;2011;Nissan;Rogue;SV;SUV;automatic;ca;25235;black;black;nissan-infiniti lt;15900;16250;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
jtmhy7aj0b5011484;47;2011;Toyota;Land Cruiser;Base;SUV;automatic;ca;44968;silver;gray;millennium cars;48200;45250;12:15:00;Wed;Dec 17 2014;medium;low_mileage;new
4t4bf3ek7br162238;26;2011;Toyota;Camry;LE;Sedan;automatic;ca;49997;white;gray;skyhigh remarketing inc;10850;10750;12:15:00;Wed;Dec 17 2014;cheap;medium_mileage;new
1hgcp2f47aa092364;35;2010;Honda;Accord;LX-P;Sedan;automatic;ca;120844;silver;black;ahfc/honda lease trust/hvt  inc.;8400;8800;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
2lmhj5fr6abj13406;32;2010;Lincoln;MKT;Base;Wagon;automatic;ca;99656;burgundy;black;tycon enterprises;12350;12400;04:30:00;Tue;Jan 20 2015;cheap;medium_mileage;avarage
1fahp3fn9aw296661;36;2010;Ford;Focus;SE;Sedan;automatic;ca;49974;blue;gray;primeritus remarketing/loan service center;7075;7700;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
jn8az1mu5aw016565;35;2010;Nissan;Murano;SL;SUV;automatic;ca;40051;burgundy;black;toyota scion of downtown la;16550;12500;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;avarage
1nxbu4ee0az336682;36;2010;Toyota;Corolla;LE;Sedan;automatic;ca;39958;gold;tan;exeter finance corp;8725;10500;04:00:00;Thu;Jan 15 2015;cheap;low_mileage;avarage
1fmcu0dg4akd11795;43;2010;Ford;Escape;XLT;SUV;automatic;ca;51837;gray;black;us bank;9875;11000;12:30:00;Tue;Dec 30 2014;cheap;medium_mileage;avarage
1zvbp8en2a5166870;19;2010;Ford;Mustang;V6;Convertible;automatic;ca;99133;white;brown;tycon enterprises;8975;8600;12:30:00;Tue;Jan 06 2015;cheap;medium_mileage;avarage
3n1ab6ap9al709935;2;2010;Nissan;Sentra;2.0 SR;Sedan;automatic;ca;94622;red;gray;wells fargo dealer services;5250;5500;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
3n1bc1ap4al381554;27;2010;Nissan;Versa;1.8 S;Sedan;null;ca;55630;blue;black;santander consumer;6325;6800;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
wddng7bb4aa336308;37;2010;Mercedes-Benz;S-Class;S550;Sedan;automatic;ca;45188;silver;black;i auto sales inc;35800;36000;12:00:00;Thu;Dec 18 2014;medium;medium_mileage;avarage
knagg4a80a5372641;26;2010;Kia;Optima;LX;Sedan;automatic;ca;57354;black;gray;tycon enterprises;6825;7250;12:30:00;Tue;Jan 06 2015;cheap;medium_mileage;avarage
salfr2bn6ah208058;29;2010;Land Rover;LR2;HSE;SUV;automatic;ca;47273;white;beige;jaguar land rover thousand oaks;16400;15750;12:30:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
1fahp37n59w183056;35;2009;Ford;Focus;SEL;Sedan;automatic;ca;96588;silver;black;santander consumer;5600;7300;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
5fnyf48879b049245;null;2009;Honda;Pilot;Touring;SUV;automatic;ca;101408;gray;—;dublin honda;15600;15900;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
wbaph57599nm33822;22;2009;BMW;3 Series;328i;Sedan;automatic;ca;162746;black;black;financial services remarketing (lease);7200;6750;12:00:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
wbakb83529cy59916;null;2009;BMW;7 Series;750Li;Sedan;automatic;ca;51562;white;black;bmw of monrovia;27600;25600;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
1gnfc33079r299954;38;2009;Chevrolet;Tahoe;LTZ;SUV;automatic;ca;132335;white;beige;jpmorgan chase bank n.a.;14350;15500;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
kmhcn46c99u371084;33;2009;Hyundai;Accent;GLS;Sedan;automatic;ca;65121;blue;beige;b & j car company;3500;5300;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
wdddj72x79a141839;37;2009;Mercedes-Benz;CLS-Class;CLS550;Sedan;automatic;ca;67439;silver;black;mossy ford;21800;24000;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
1hgcp26898a164324;41;2008;Honda;Accord;EX-L;Sedan;automatic;ca;108561;gray;gray;lucky imports;8900;10200;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1c3lc46j08n226103;28;2008;Chrysler;Sebring;LX;Sedan;automatic;ca;112983;silver;gray;first credit finance;4200;3550;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
wbavb77598nh78998;39;2008;BMW;3 Series;335i;Sedan;automatic;ca;77581;silver;black;zeibak auto trading;11750;12000;12:30:00;Wed;Jan 07 2015;cheap;medium_mileage;avarage
jhmgd37418s004179;null;2008;Honda;Fit;Base;Hatchback;manual;ca;149757;red;black;honda of escondido;2900;2200;12:15:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
2gcek19j081127879;null;2008;Chevrolet;Silverado 1500;LS;Extended Cab;automatic;ca;107520;gray;black;david wilsons ford of orange;13500;13500;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
wbavb73578vh25688;null;2008;BMW;3 Series;335i;Sedan;null;ca;105788;white;—;champion chrysler jeep dodge;9250;10000;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
1gnfc13j38r145155;37;2008;Chevrolet;Tahoe;LT;SUV;automatic;ca;108071;gray;black;felix chevrolet & cadillac;14950;14600;12:15:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
waudn94f08n139322;29;2008;Audi;S6;quattro;Sedan;automatic;ca;131245;silver;black;bidlane llc;14750;17500;12:00:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
1gnfk13048r270045;19;2008;Chevrolet;Tahoe;LT;SUV;automatic;ca;95079;white;black;premium auto wholesale;16500;16000;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
3vwjz71k29m008644;1;2009;Volkswagen;Jetta;S PZEV;Sedan;manual;ca;90827;—;black;vw credit;5225;3300;12:00:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
1fdne31l88db34238;4;2008;ford;e350;club wagon xlt;null;null;ca;109789;white;gray;tradewinds remarketing;8600;8000;12:00:00;Tue;Jan 06 2015;cheap;high_mileage;avarage
19uua76547a046561;35;2007;Acura;TL;Type-S;Sedan;automatic;ca;92844;white;gray;v/m auto broker;11150;13300;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
wbane535x7cy07224;33;2007;BMW;5 Series;525i;Sedan;automatic;ca;100662;black;beige;motor city buick gmc;8325;7900;12:30:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
jtjbt20x580160960;43;2008;Lexus;GX 470;Base;SUV;automatic;ca;48297;gold;beige;desert auto trade;23000;26750;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
jtlke50e881038945;4;2008;Scion;xB;Base;Wagon;automatic;ca;52860;green;black;san diego sports cars;7775;10900;12:15:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
waulv44e27n015153;27;2007;Audi;A8;quattro;Sedan;automatic;ca;97059;silver;gray;lease remarketing services inc;12650;12500;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
3vwrz71k58m109145;31;2008;Volkswagen;Jetta;SEL PZEV;Sedan;automatic;ca;104453;white;gray;a l financial;4150;4600;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1g2zh57n384118972;1;2008;Pontiac;G6;GT;Sedan;automatic;ca;59144;black;gray;axcess financial;7125;1500;07:10:00;Wed;Feb 25 2015;cheap;medium_mileage;avarage
5tfru54188x013108;24;2008;Toyota;Tundra;SR5;Double Cab;automatic;ca;70545;white;beige;jpmorgan chase bank n.a.;14350;16500;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
3gscl537x8s513095;29;2008;Saturn;VUE;XR;SUV;automatic;ca;107602;black;gray;jpmorgan chase bank n.a.;5975;5600;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
1d8gu58617w731943;42;2007;Dodge;Nitro;SLT;SUV;automatic;ca;120580;white;black;wheels exchange llc;7950;7300;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1gnfc13j07r178497;32;2007;Chevrolet;Tahoe;LT;SUV;automatic;ca;103251;white;black;afg/roquemore and roquemore inc;13850;12100;12:00:00;Thu;Jan 08 2015;cheap;high_mileage;avarage
wbxpc93417wf21427;null;2007;BMW;X3;3.0si;SUV;automatic;ca;83463;gold;—;stevens creek auto imports;11100;10250;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
3gcek13c07g544452;25;2007;Chevrolet;Silverado 1500;Work Truck;Crew Cab;automatic;ca;64992;blue;black;remarketing by ge/manheim san diego;16350;15600;16:00:00;Tue;Dec 23 2014;cheap;medium_mileage;avarage
knafe122075406449;19;2007;Kia;Spectra;SX;Sedan;automatic;ca;128466;silver;gray;santander consumer;1525;750;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
1j4gb59177l160879;19;2007;Jeep;Wrangler;Unlimited Sahara;SUV;manual;ca;92300;red;black;exeter finance corp;14150;12250;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
1b3hb48bx7d528286;36;2007;Dodge;Caliber;SXT;Wagon;automatic;ca;133514;white;tan;rancho pueblo viejo inc;2850;2800;12:30:00;Tue;Dec 23 2014;cheap;high_mileage;avarage
1fmfu15537la61646;31;2007;Ford;Expedition;XLT;SUV;automatic;ca;147648;gray;black;rancho ford;5925;6700;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
1g6dm57t970139981;19;2007;Cadillac;CTS;Base;Sedan;automatic;ca;120288;black;black;gm financial;5250;5200;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
3a4fy58bx7t516458;33;2007;Chrysler;PT Cruiser;Touring;Wagon;automatic;ca;88331;black;gray;tuttle click chrysler jeep dodge;2325;2700;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
1gker13787j110717;29;2007;GMC;Acadia;SLE-1;SUV;automatic;ca;97046;gray;silver;chaser inc;9000;10100;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
1b3hb28bx7d182339;28;2007;Dodge;Caliber;Base;Wagon;automatic;ca;82643;red;gray;us bank;3525;5000;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
jnkbv61e77m724695;33;2007;Infiniti;G35;Base;Sedan;automatic;ca;126604;blue;black;high bid trading co inc;8500;7250;12:15:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
jm3er293270109517;29;2007;mazda;cx-7;null;null;automatic;ca;89169;white;silver;veros credit;6050;4500;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
wbsnb93516b582952;33;2006;BMW;M5;Base;Sedan;automatic;ca;80363;silver;gray;tdaf remarketing;19750;17500;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
1n6ad06wx7c413957;26;2007;Nissan;Frontier;Nismo;King Cab;automatic;ca;154314;white;black;coast sports cars inc;4500;6100;04:15:00;Wed;Jan 14 2015;cheap;high_mileage;avarage
yv4cy982x71385102;null;2007;Volvo;XC90;3.2;SUV;automatic;ca;94316;white;—;huntington beach auto buyers;7300;6000;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
wdbuf56x27b065480;null;2007;Mercedes-Benz;E-Class;E350;Sedan;null;ca;51566;silver;—;trade in solutions irvine;11450;10600;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
1nxbr32ex7z917101;42;2007;Toyota;Corolla;S;Sedan;automatic;ca;106750;red;black;california auto exchange;5550;7500;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
wddng71x27a140891;37;2007;Mercedes-Benz;S-Class;S550;Sedan;automatic;ca;67118;white;brown;walters auto sales/service inc;21300;26250;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
2c3ka43r26h458896;19;2006;Chrysler;300;Base;Sedan;automatic;ca;121589;blue;gray;valley kia;4575;2700;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
1ftwx31546ed89304;46;2006;Ford;F-350 Super Duty;XL;SuperCab;automatic;ca;29554;white;gray;clear view systems;9725;17250;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;avarage
2c3ka43r86h157727;27;2006;Chrysler;300;Base;Sedan;automatic;ca;166706;black;gray;jpmorgan chase bank n.a.;3275;3400;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
3g5da03l46s584948;null;2006;Buick;Rendezvous;CX;SUV;automatic;ca;160991;silver;—;mccauley automotive co;2100;2900;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1fafp34n56w218525;28;2006;Ford;Focus;ZX4 SES;Sedan;automatic;ca;149874;white;gray;gm financial;2700;1800;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
2d4gp44l26r747428;3;2006;Dodge;Grand Caravan;SXT;Minivan;automatic;ca;134159;silver;gray;courtesy chrysler dodge jeep ram of orange;2400;3000;12:30:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
scbbr53w96c036212;39;2006;Bentley;Continental Flying Spur;Base;Sedan;automatic;ca;15909;blue;tan;fratelli investment group;52600;57250;12:00:00;Thu;Dec 18 2014;medium;low_mileage;avarage
jhmap21486s000725;36;2006;Honda;S2000;Base;Convertible;manual;ca;45509;blue;black;wells fargo dealer services;16350;17300;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
1d4gp24r46b691211;23;2006;Dodge;Grand Caravan;SE;Minivan;automatic;ca;95228;silver;gray;cig financial;3425;3800;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
wbahn83566dt31433;27;2006;BMW;7 Series;750Li;Sedan;automatic;ca;98424;gray;gray;myrddin fleet services;9750;7600;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
1gkfk66u56j166099;25;2006;GMC;Yukon XL;Denali;SUV;automatic;ca;162431;gray;gray;premium auto wholesale;6850;4300;04:00:00;Thu;Feb 05 2015;cheap;high_mileage;avarage
1gthk23d36f237546;27;2006;GMC;Sierra 2500HD;SLT;Crew Cab;null;ca;92205;blue;gray;tycon enterprises;24800;25750;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
jhmfa36256s025862;19;2006;Honda;Civic;Hybrid;Sedan;automatic;ca;125334;gray;beige;newport acceptance corp;3900;4400;12:05:00;Wed;Jan 07 2015;cheap;high_mileage;avarage
jhlrd78986c006064;null;2006;Honda;CR-V;Special Edition;SUV;automatic;ca;89225;gold;tan;honda of escondido;8450;9300;12:15:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
1ftsw31p36ed90138;29;2006;Ford;F-350 Super Duty;XL;Crew Cab;automatic;ca;197351;white;gray;nationwide motor vehicles;6450;5800;04:30:00;Wed;Jan 14 2015;cheap;high_mileage;avarage
2gcec13tx61117493;38;2006;Chevrolet;Silverado 1500;LT3;Crew Cab;automatic;ca;88628;white;gray;orange coast chrysler jeep dodge;11500;13250;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
19uua66265a027023;29;2005;Acura;TL;3.2;Sedan;automatic;ca;117227;silver;black;time finance co;6500;7600;12:05:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
wdbuf56j06a803082;42;2006;Mercedes-Benz;E-Class;E350;Sedan;automatic;ca;143199;gray;black;autobahn motors;6125;6600;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
3vwrf31y26m300881;2;2006;Volkswagen;New Beetle;2.5;Convertible;automatic;ca;53790;gray;black;cig financial;4775;2600;11:00:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
5ltpw18576fj11313;19;2006;Lincoln;Mark LT;Base;Crew Cab;null;ca;91307;gold;beige;santander consumer;13650;12100;15:00:00;Tue;Dec 30 2014;cheap;medium_mileage;avarage
wvwak93c96p040036;27;2006;Volkswagen;Passat;2.0T;Sedan;automatic;ca;95619;gray;gray;quality acceptance;4325;3500;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
5n1an08u16c552381;19;2006;Nissan;Xterra;S;SUV;automatic;ca;97466;white;black;santander consumer;5950;4000;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
wdbpj75j46a047913;29;2006;Mercedes-Benz;CL-Class;CL500;Coupe;automatic;ca;67521;black;black;remarketing by ge/manheim california;12600;7800;12:30:00;Wed;Dec 31 2014;cheap;medium_mileage;avarage
2hnyd18975h513579;25;2005;Acura;MDX;Touring;SUV;automatic;ca;134755;black;black;mercedes benz of foothill ranch;6625;6300;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1nxbr30ex6z641634;null;2006;Toyota;Corolla;S;Sedan;null;ca;119634;white;—;dutton motor co;5350;5400;12:30:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
3vwdg71k56m747666;24;2006;Volkswagen;Jetta;2.5 PZEV;Sedan;automatic;ca;90914;gray;gray;elad motors;4575;4900;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
jm1fe173860200098;22;2006;mazda;rx8;null;null;manual;ca;73754;gray;gray;onemain rem/hawthorne motors pre-owned;4525;2800;12:05:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
wvwak73c26p100095;36;2006;Volkswagen;Passat;2.0T;Sedan;automatic;ca;83263;silver;black;nvp remarketing;4725;6100;12:00:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
wdbuf70j46a849180;28;2006;Mercedes-Benz;E-Class;E500;Sedan;automatic;ca;104525;black;black;onemain rem/manheim southern california;8075;6100;04:00:00;Thu;Jan 29 2015;cheap;high_mileage;avarage
1zvbp8em0e5328427;1;2014;Ford;Mustang;V6;Convertible;automatic;ca;3215;gray;black;enterprise vehicle exchange / tra / rental / tulsa;22600;11300;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
1zvbp8em0e5323079;null;2014;Ford;Mustang;V6;Convertible;automatic;ca;12789;red;black;avis rac/san leandro;21400;16500;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
3fa6p0k91er323827;38;2014;Ford;Fusion;Titanium;Sedan;automatic;ca;11227;white;black;ford motor credit company;21200;19500;04:00:00;Thu;Jan 29 2015;cheap;low_mileage;new
1fadp3f25el296989;null;2014;Ford;Focus;SE;Sedan;null;ca;16079;black;—;avis tra;12650;1500;13:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
1fmjk1j56eef17694;44;2014;Ford;Expedition;EL King Ranch;SUV;automatic;ca;21062;black;beige;ford motor credit company;33500;31300;13:00:00;Tue;Jan 07 2014;medium;low_mileage;new
1fmcu0gxxeua07649;41;2014;Ford;Escape;SE;SUV;automatic;ca;34960;black;gray;ford motor credit company;15950;15700;05:00:00;Wed;Jan 07 2015;cheap;low_mileage;new
jhlrd78915c017079;34;2005;Honda;CR-V;Special Edition;SUV;automatic;ca;82369;gold;beige;san diego sports cars;8350;10250;12:15:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
wauffafl3en030343;42;2014;Audi;A4;2.0T Premium Plus quattro;Sedan;automatic;ca;9557;white;black;audi mission viejo;32100;32250;12:00:00;Thu;Dec 18 2014;medium;low_mileage;new
trub1afk9e1007640;28;2014;Audi;TTS;quattro;Coupe;automatic;ca;3996;silver;black;fratelli investment group;41400;34250;12:00:00;Thu;Dec 18 2014;medium;low_mileage;new
